128, 6934, 67.67, 0.75
129, 6935, 67.58, 0.77
130, 6936, 67.56, 0.83
131, 6937, 68.65, 0.86
132, 6938, 68.53, 0.83
133, 6939, 67.64, 0.68
134, 6940, 68.63, 1.3
135, 6941, 68.64, 1
136, 6942, 68.1, 0.78
137, 6943, 67.97, 0.77
138, 6944, 68.65, 0.82
139, 6945, 67.68, 0.72
140, 6946, 67.61, 0.74
141, 6947, 67.99, 0.77
142, 6948, 68.19, 0.8
143, 6949, 67.87, 0.79
144, 6950, 68.08, 0.87
145, 6951, 68.34, 0.82
146, 6952, 68.48, 0.8
147, 6953, 68.57, 0.96
148, 6954, 68.21, 0.81
149, 6955, 68.19, 0.81
150, 6956, 67.76, 0.8
151, 6957, 67.83, 0.78
152, 6958, 68.6, 0.88
153, 6959, 68.55, 0.8
154, 6960, 68.48, 0.89
155, 6961, 67.49, 0.75
156, 6962, 67.65, 0.8
157, 6963, 67.8, 0.78
158, 6964, 67.9, 0.82
159, 6965, 67.98, 0.78
160, 6966, 68.5, 0.84
161, 6967, 68.47, 0.84
162, 6968, 68.09, 0.8
163, 6969, 68.23, 0.83
164, 6970, 67.92, 0.81
165, 6971, 68.54, 0.82
166, 6972, 68.58, 0.87
167, 6973, 68.16, 0.84
168, 6974, 68.35, 0.85
169, 6975, 68.23, 0.86
1, 6976, 67.76, 0.82
2, 6977, 67.62, 0.84
3, 6978, 67.56, 0.83
4, 6979, 67.49, 0.84
5, 6980, 67.49, 0.84
6, 6981, 67.54, 0.88
7, 6982, 67.51, 0.84
8, 6983, 68.51, 0.91
9, 6984, 68.46, 0.85
10, 6985, 68.39, 0.86
11, 6986, 68.39, 0.87
12, 6987, 67.77, 0.83
13, 6988, 67.68, 0.84
14, 6989, 67.66, 0.83
15, 6990, 67.6, 0.8
16, 6991, 67.52, 0.81
17, 6992, 67.45, 0.84
18, 6993, 67.44, 0.83
19, 6994, 67.53, 0.82
20, 6995, 67.56, 0.81
21, 6996, 67.65, 0.82
22, 6997, 67.68, 0.79
23, 6998, 68.19, 0.87
24, 6999, 67.5, 0.82
25, 7000, 68.43, 0.86
26, 7001, 68.13, 0.88
27, 7002, 68.07, 0.93
28, 7003, 68.29, 0.84
29, 7004, 68.4, 0.91
30, 7005, 68.37, 0.92
31, 7006, 68.36, 0.93
32, 7007, 67.72, 0.8
33, 7008, 67.95, 0.82
34, 7009, 67.91, 0.83
35, 7010, 68.01, 0.85
36, 7011, 68.31, 0.82
37, 7012, 68.24, 0.81
38, 7013, 67.56, 0.81
39, 7014, 67.63, 0.79
40, 7015, 67.72, 0.84
41, 7016, 67.79, 0.82
42, 7017, 67.9, 0.83
43, 7018, 67.8, 0.81
44, 7019, 68.13, 0.88
45, 7020, 68.16, 0.82
46, 7021, 68.25, 0.85
47, 7022, 68.5, 0.89
48, 7023, 68.38, 0.88
49, 7024, 68.35, 0.96
50, 7025, 68.4, 0.85
51, 7026, 68.42, 0.91
52, 7027, 67.56, 0.83
53, 7028, 67.42, 0.84
54, 7029, 67.64, 0.81
55, 7030, 67.92, 0.8
56, 7031, 68.43, 0.87
57, 7032, 68.53, 0.87
58, 7033, 68.43, 0.89
59, 7034, 68.42, 0.88
60, 7035, 68.46, 0.94
61, 7036, 68.49, 0.9
62, 7037, 67.48, 0.8
63, 7038, 67.5, 0.82
64, 7039, 67.68, 0.81
65, 7040, 68.13, 0.83
66, 7041, 68.46, 0.84
67, 7042, 68.48, 0.84
68, 7043, 68.23, 0.8
69, 7044, 68.15, 0.79
70, 7045, 68.06, 0.9
71, 7046, 67.9, 0.83
72, 7047, 67.46, 0.82
73, 7048, 67.57, 0.79
74, 7049, 67.81, 0.84
75, 7050, 68.38, 0.84
76, 7051, 68.53, 0.98
77, 7052, 68.49, 0.9
78, 7053, 68.5, 0.88
79, 7054, 68.47, 0.85
80, 7055, 68.52, 0.87
81, 7056, 67.57, 0.79
82, 7057, 67.62, 0.79
83, 7058, 68.34, 0.96
84, 7059, 68.45, 0.81
85, 7060, 68.63, 0.87
86, 7061, 67.53, 0.78
87, 7062, 67.58, 0.8
88, 7063, 67.78, 0.79
89, 7064, 67.9, 0.82
90, 7065, 68.03, 0.83
91, 7066, 67.87, 0.74
92, 7067, 67.79, 0.75
93, 7068, 67.69, 0.72
94, 7069, 68.3, 0.81
95, 7070, 68.13, 0.79
96, 7071, 68.22, 0.75
97, 7072, 68.33, 0.8
98, 7073, 67.73, 0.79
99, 7074, 68.5, 0.8
100, 7075, 68.43, 0.8
101, 7076, 68.34, 0.77
102, 7077, 68.3, 0.77
103, 7078, 68.23, 0.77
104, 7079, 68.02, 0.77
105, 7080, 67.91, 0.75
106, 7081, 67.57, 0.73
107, 7082, 67.65, 0.71
108, 7083, 67.75, 0.75
109, 7084, 68.22, 0.75
110, 7085, 68.29, 0.75
111, 7086, 68.35, 0.78
112, 7087, 68.37, 0.77
113, 7088, 68.43, 0.77
114, 7089, 68.51, 0.8
115, 7090, 68.58, 0.78
116, 7091, 68.02, 0.76
117, 7092, 68.08, 0.75
118, 7093, 68.2, 0.79
119, 7094, 68.24, 0.78
120, 7095, 68.27, 0.76
121, 7096, 68.15, 0.74
122, 7097, 68.52, 0.8
123, 7098, 68.51, 0.79
124, 7099, 68.59, 0.83
125, 7100, 68.6, 0.79
126, 7101, 67.92, 0.79
127, 7102, 67.78, 0.77
128, 7103, 67.73, 0.76
129, 7104, 67.71, 0.73
130, 7105, 68.19, 0.79
131, 7106, 68.2, 0.81
132, 7107, 68.23, 0.83
133, 7108, 68.03, 0.8
134, 7109, 67.54, 0.73
135, 7110, 67.93, 0.77
136, 7111, 67.49, 0.71
137, 7112, 68.5, 0.78
138, 7113, 68.45, 0.78
139, 7114, 68.37, 0.79
140, 7115, 68.33, 0.75
141, 7116, 68.27, 0.76
142, 7117, 68.25, 0.78
143, 7118, 68.21, 0.76
144, 7119, 68.16, 0.76
145, 7120, 67.81, 0.75
146, 7121, 67.46, 0.7
147, 7122, 67.46, 0.69
148, 7123, 67.5, 0.7
149, 7124, 67.58, 0.7
150, 7125, 67.67, 0.75
151, 7126, 67.78, 0.71
152, 7127, 68.57, 0.84
153, 7128, 68.51, 0.89
154, 7129, 68.43, 0.82
155, 7130, 68.26, 0.77
156, 7131, 68.13, 0.74
157, 7132, 68.4, 0.75
158, 7133, 68.46, 0.86
159, 7134, 68.54, 0.84
160, 7135, 68.59, 0.86
161, 7136, 68.62, 0.88
162, 7137, 68, 0.76
163, 7138, 67.91, 0.76
164, 7139, 67.82, 0.75
165, 7140, 67.67, 0.72
166, 7141, 67.63, 0.72
167, 7142, 68.61, 0.86
168, 7143, 68.6, 0.84
169, 7144, 68.6, 0.79
1, 7145, 68.59, 0.81
2, 7146, 68.6, 0.78
3, 7147, 67.56, 0.72
4, 7148, 67.57, 0.71
5, 7149, 67.52, 0.82
6, 7150, 67.52, 0.68
7, 7151, 67.58, 0.71
8, 7152, 67.62, 0.7
9, 7153, 67.68, 0.71
10, 7154, 67.75, 0.71
11, 7155, 67.83, 0.74
12, 7156, 67.9, 0.73
13, 7157, 68.04, 0.79
14, 7158, 68.14, 0.8
15, 7159, 68.54, 0.8
16, 7160, 68.52, 0.81
17, 7161, 68.48, 0.8
18, 7162, 68.2, 0.78
19, 7163, 68.25, 0.79
20, 7164, 68.3, 0.81
21, 7165, 68.34, 0.81
22, 7166, 68.4, 0.79
23, 7167, 67.5, 0.79
24, 7168, 67.58, 0.82
25, 7169, 67.79, 0.78
26, 7170, 68.07, 0.81
27, 7171, 68.15, 0.79
28, 7172, 68.19, 0.82
29, 7173, 68.23, 0.81
30, 7174, 68.27, 0.81
31, 7175, 67.84, 0.76
32, 7176, 67.5, 0.75
33, 7177, 67.57, 0.75
34, 7178, 67.44, 0.83
35, 7179, 67.5, 0.81
36, 7180, 68.08, 0.87
37, 7181, 68.15, 0.91
38, 7182, 68.19, 0.85
39, 7183, 68.22, 0.87
40, 7184, 68.24, 0.9
41, 7185, 68.28, 0.93
42, 7186, 68.4, 0.93
43, 7187, 68.4, 0.91
44, 7188, 68.37, 0.91
45, 7189, 68.24, 0.88
46, 7190, 68.15, 0.84
47, 7191, 68.05, 0.87
48, 7192, 67.98, 0.83
49, 7193, 67.95, 0.85
50, 7194, 67.84, 0.82
51, 7195, 67.76, 0.81
52, 7196, 67.67, 0.81
53, 7197, 67.62, 0.85
54, 7198, 67.78, 0.8
55, 7199, 67.95, 0.84
56, 7200, 68.09, 0.81
57, 7201, 68.23, 0.84
58, 7202, 68.3, 0.81
59, 7203, 68.38, 0.87
60, 7204, 68.43, 0.84
61, 7205, 68.47, 0.94
62, 7206, 68.49, 0.95
63, 7207, 68.48, 0.99
64, 7208, 67.62, 0.77
65, 7209, 67.71, 0.8
66, 7210, 67.87, 0.83
67, 7211, 67.92, 0.85
68, 7212, 68.01, 0.82
69, 7213, 68.13, 0.85
70, 7214, 68.22, 0.84
71, 7215, 68.32, 0.88
72, 7216, 68.4, 0.88
73, 7217, 67.78, 0.82
74, 7218, 67.72, 0.79
75, 7219, 67.66, 0.78
76, 7220, 67.56, 0.84
77, 7221, 67.49, 0.75
78, 7222, 67.46, 0.65
79, 7223, 67.43, 0.76
80, 7224, 67.49, 0.78
81, 7225, 67.59, 0.76
82, 7226, 67.69, 0.77
83, 7227, 68.48, 0.9
84, 7228, 68.51, 0.91
85, 7229, 68.41, 0.9
86, 7230, 68.36, 0.88
87, 7231, 68.34, 0.86
88, 7232, 68.27, 0.85
89, 7233, 68.16, 0.84
90, 7234, 68.49, 0.96
91, 7235, 68.44, 0.9
92, 7236, 68.45, 0.89
93, 7237, 68.42, 0.84
94, 7238, 67.92, 0.8
95, 7239, 68.1, 0.81
96, 7240, 68.26, 0.84
97, 7241, 68.32, 0.86
98, 7242, 68.41, 0.91
99, 7243, 68.46, 0.93
100, 7244, 68.51, 1
101, 7245, 68.5, 1.1
102, 7246, 68.5, 1.2
103, 7247, 68.51, 1.1
104, 7248, 68.06, 0.82
105, 7249, 67.94, 0.81
106, 7250, 67.8, 0.81
107, 7251, 67.72, 0.81
108, 7252, 67.67, 0.79
109, 7253, 67.59, 0.79
110, 7254, 67.54, 0.77
111, 7255, 67.47, 0.74
112, 7256, 67.41, 0.71
113, 7257, 67.46, 0.74
114, 7258, 67.95, 0.84
115, 7259, 68.11, 0.81
116, 7260, 68.24, 0.9
117, 7261, 68.3, 0.96
118, 7262, 68.33, 0.96
119, 7263, 68.37, 0.92
120, 7264, 68.44, 1
121, 7265, 68.51, 1.1
122, 7266, 68.5, 1.2
123, 7267, 68.49, 1.3
124, 7268, 68.49, 1.3
125, 7269, 68.29, 0.86
126, 7270, 68.15, 0.84
127, 7271, 68.02, 0.8
128, 7272, 67.88, 0.82
129, 7273, 67.8, 0.81
130, 7274, 67.76, 0.8
131, 7275, 67.67, 0.82
132, 7276, 67.58, 0.76
133, 7277, 67.55, 0.78
134, 7278, 67.49, 0.76
135, 7279, 67.79, 0.84
136, 7280, 67.72, 0.81
137, 7281, 67.61, 0.79
138, 7282, 67.52, 0.75
139, 7283, 67.47, 0.7
140, 7284, 67.47, 0.63
141, 7285, 67.5, 0.66
142, 7286, 67.49, 0.67
143, 7287, 67.52, 0.78
144, 7288, 67.58, 0.81
145, 7289, 67.72, 0.82
146, 7290, 68.36, 0.93
147, 7291, 67.78, 0.83
148, 7292, 68.45, 0.94
149, 7293, 68.49, 0.96
150, 7294, 68.5, 0.89
151, 7295, 68.48, 0.88
152, 7296, 68.52, 0.9
153, 7297, 68.53, 0.91
154, 7298, 68.54, 0.94
155, 7299, 68.49, 0.94
156, 7300, 68.43, 0.93
157, 7301, 67.93, 0.84
158, 7302, 68.09, 0.83
159, 7303, 68.18, 0.85
160, 7304, 68.28, 0.89
161, 7305, 68.34, 0.91
162, 7306, 68.39, 0.91
163, 7307, 68.44, 0.98
164, 7308, 68.53, 1.1
165, 7309, 68.55, 1.2
166, 7310, 68.53, 1.3
167, 7311, 68.39, 0.9
168, 7312, 68.36, 0.92
169, 7313, 68.28, 0.93
1, 7314, 68.1, 0.84
2, 7315, 67.97, 0.83
3, 7316, 67.82, 0.79
4, 7317, 67.77, 0.83
5, 7318, 67.67, 0.87
6, 7319, 67.59, 0.8
7, 7320, 67.52, 0.79
8, 7321, 68.23, 0.86
9, 7322, 68.32, 0.92
10, 7323, 68.37, 0.89
11, 7324, 68.43, 0.96
12, 7325, 68.49, 1
13, 7326, 68.56, 1.1
14, 7327, 68.56, 1.1
15, 7328, 68.53, 1
16, 7329, 68.53, 0.97
17, 7330, 68.52, 1
18, 7331, 68.5, 1.1
19, 7332, 67.52, 0.71
20, 7333, 67.46, 0.72
21, 7334, 67.48, 0.67
22, 7335, 67.52, 0.72
23, 7336, 67.58, 0.81
24, 7337, 67.71, 0.8
25, 7338, 67.77, 0.83
26, 7339, 67.88, 0.83
27, 7340, 68.03, 0.84
28, 7341, 68.13, 0.79
29, 7342, 68.17, 0.78
30, 7343, 68.19, 0.78
31, 7344, 68.24, 0.79
32, 7345, 68.25, 0.79
33, 7346, 68.26, 0.83
34, 7347, 68.27, 0.81
35, 7348, 68.16, 0.78
36, 7349, 68.13, 0.84
37, 7350, 68.12, 0.79
38, 7351, 67.56, 0.73
39, 7352, 67.7, 0.77
40, 7353, 67.78, 0.77
41, 7354, 67.91, 0.78
42, 7355, 67.99, 0.75
43, 7356, 68.08, 0.77
44, 7357, 68.11, 0.77
45, 7358, 68.13, 0.79
46, 7359, 68.15, 0.79
47, 7360, 68.14, 0.75
48, 7361, 68.01, 0.85
49, 7362, 67.93, 0.89
50, 7363, 67.83, 0.86
51, 7364, 67.92, 0.84
52, 7365, 67.83, 0.82
53, 7366, 67.73, 0.89
54, 7367, 67.69, 0.84
55, 7368, 67.6, 0.84
56, 7369, 67.58, 0.84
57, 7370, 67.69, 0.84
58, 7371, 67.76, 0.85
59, 7372, 68.05, 0.81
60, 7373, 68.08, 0.76
61, 7374, 68.07, 0.75
62, 7375, 68.05, 0.79
63, 7376, 68.01, 0.75
64, 7377, 67.95, 0.77
65, 7378, 67.94, 0.75
66, 7379, 67.82, 0.75
67, 7380, 67.72, 0.74
68, 7381, 67.63, 0.73
69, 7382, 67.55, 0.81
70, 7383, 68.03, 0.84
71, 7384, 68.08, 0.85
72, 7385, 68.09, 0.85
73, 7386, 68.09, 0.97
74, 7387, 68.09, 0.85
75, 7388, 68.12, 0.87
76, 7389, 68.14, 0.92
77, 7390, 68.14, 0.88
78, 7391, 68.1, 0.89
79, 7392, 68.12, 0.93
80, 7393, 67.95, 0.72
81, 7394, 67.97, 0.74
82, 7395, 67.98, 0.77
83, 7396, 67.94, 0.75
84, 7397, 67.95, 0.78
85, 7398, 67.94, 0.84
86, 7399, 67.98, 0.75
87, 7400, 68, 0.77
88, 7401, 68.05, 0.77
89, 7402, 68.02, 0.73
90, 7403, 68.12, 0.92
91, 7404, 68.11, 0.88
92, 7405, 68.09, 0.87
93, 7406, 68.06, 0.89
94, 7407, 68.01, 0.86
95, 7408, 68.02, 0.88
96, 7409, 67.97, 1.2
97, 7410, 67.89, 0.82
98, 7411, 67.84, 0.81
99, 7412, 67.77, 0.85
100, 7413, 67.73, 0.92
101, 7414, 67.87, 0.74
102, 7415, 67.92, 0.75
103, 7416, 67.92, 0.74
104, 7417, 67.84, 0.72
105, 7418, 67.82, 0.74
106, 7419, 67.71, 0.74
107, 7420, 67.67, 0.73
108, 7421, 67.65, 0.74
109, 7422, 67.78, 0.74
110, 7423, 67.87, 0.75
111, 7424, 67.96, 0.78
112, 7425, 67.98, 0.91
113, 7426, 67.99, 0.89
114, 7427, 68.02, 0.9
115, 7428, 68.03, 0.89
116, 7429, 68.01, 0.91
117, 7430, 68, 0.88
118, 7431, 68.01, 0.86
119, 7432, 67.98, 0.87
120, 7433, 67.95, 0.89
121, 7434, 67.9, 0.86
122, 7435, 67.82, 0.86
123, 7436, 67.84, 0.8
124, 7437, 67.83, 0.78
125, 7438, 67.87, 0.76
126, 7439, 67.91, 0.79
127, 7440, 67.92, 0.78
128, 7441, 67.84, 0.78
129, 7442, 67.83, 0.79
130, 7443, 67.84, 0.77
131, 7444, 67.82, 0.81
132, 7445, 67.83, 0.83
133, 7446, 67.83, 0.77
134, 7447, 67.73, 0.98
135, 7448, 67.85, 0.91
136, 7449, 67.94, 0.91
137, 7450, 68, 0.91
138, 7451, 68, 0.87
139, 7452, 67.97, 0.92
140, 7453, 67.97, 0.92
141, 7454, 67.95, 0.97
142, 7455, 67.92, 0.97
143, 7456, 67.89, 0.92
144, 7457, 67.77, 0.77
145, 7458, 67.77, 0.74
146, 7459, 67.78, 0.76
147, 7460, 67.76, 0.78
148, 7461, 67.74, 0.73
149, 7462, 67.73, 0.75
150, 7463, 67.74, 0.75
151, 7464, 67.81, 0.77
152, 7465, 67.83, 0.77
153, 7466, 67.82, 0.77
154, 7467, 67.84, 0.91
155, 7468, 67.83, 0.97
156, 7469, 67.82, 0.96
157, 7470, 67.85, 0.93
158, 7471, 67.91, 1
159, 7472, 67.97, 0.91
160, 7473, 67.96, 0.88
161, 7474, 67.91, 0.85
162, 7475, 67.74, 0.75
163, 7476, 67.74, 1.1
164, 7477, 67.77, 1.1
165, 7478, 67.77, 1
166, 7479, 67.76, 1.1
167, 7480, 67.79, 1
168, 7481, 67.81, 0.77
169, 7482, 67.8, 0.78
1, 7483, 67.8, 0.84
2, 7484, 67.84, 1.5
3, 7485, 67.89, 1.5
4, 7486, 67.9, 1.2
5, 7487, 67.89, 1
6, 7488, 67.88, 1.2
7, 7489, 68.26, 0.95
8, 7490, 68.23, 0.84
9, 7491, 68.18, 0.88
10, 7492, 68.06, 0.89
11, 7493, 67.95, 0.91
12, 7494, 67.81, 0.83
13, 7495, 67.73, 0.9
14, 7496, 67.64, 0.86
15, 7497, 67.58, 0.84
16, 7498, 67.47, 0.86
17, 7499, 67.39, 0.9
18, 7500, 68.04, 0.86
19, 7501, 67.95, 0.81
20, 7502, 67.86, 0.81
21, 7503, 67.83, 0.82
22, 7504, 67.68, 0.78
23, 7505, 67.56, 0.82
24, 7506, 67.6, 0.84
25, 7507, 67.74, 0.86
26, 7508, 67.83, 0.81
27, 7509, 67.93, 0.84
28, 7510, 68.03, 0.86
29, 7511, 68.09, 1
30, 7512, 68.11, 0.9
31, 7513, 68.13, 0.84
32, 7514, 68.18, 0.85
33, 7515, 68.27, 0.87
34, 7516, 68.34, 0.84
35, 7517, 68.35, 0.84
36, 7518, 68.33, 0.85
37, 7519, 68.3, 0.83
38, 7520, 68.36, 0.91
39, 7521, 68.38, 0.88
40, 7522, 68.28, 0.87
41, 7523, 68.3, 0.86
42, 7524, 68.35, 0.94
43, 7525, 68.41, 0.87
44, 7526, 68.46, 0.99
45, 7527, 68.47, 1
46, 7528, 68.46, 0.97
47, 7529, 68.44, 0.95
48, 7530, 68.45, 0.89
49, 7531, 68.44, 0.91
50, 7532, 68.37, 0.9
51, 7533, 67.76, 0.9
52, 7534, 67.85, 0.86
53, 7535, 67.99, 0.89
54, 7536, 68.07, 0.88
55, 7537, 68.12, 0.91
56, 7538, 68.11, 0.91
57, 7539, 68.14, 0.92
58, 7540, 68.27, 0.91
59, 7541, 68.37, 0.88
60, 7542, 68.41, 0.88
61, 7543, 68.41, 0.91
62, 7544, 67.43, 0.86
63, 7545, 67.43, 0.86
64, 7546, 67.5, 0.83
65, 7547, 67.57, 0.86
66, 7548, 67.66, 0.81
67, 7549, 67.66, 0.82
68, 7550, 67.78, 0.87
69, 7551, 67.94, 0.85
70, 7552, 68.09, 0.85
71, 7553, 68.2, 0.84
72, 7554, 68.28, 0.91
73, 7555, 67.65, 0.92
74, 7556, 67.62, 0.87
75, 7557, 67.55, 0.85
76, 7558, 67.48, 0.78
77, 7559, 67.44, 0.96
78, 7560, 67.54, 0.87
79, 7561, 67.59, 0.85
80, 7562, 67.66, 0.86
81, 7563, 67.75, 0.9
82, 7564, 67.49, 0.86
83, 7565, 67.57, 0.83
84, 7566, 67.65, 0.81
85, 7567, 67.68, 0.84
86, 7568, 67.8, 0.86
87, 7569, 67.95, 0.85
88, 7570, 68.06, 0.86
89, 7571, 68.15, 0.88
90, 7572, 68.25, 0.9
91, 7573, 68.36, 0.94
92, 7574, 68.44, 0.91
93, 7575, 68.46, 0.92
94, 7576, 68.49, 0.95
95, 7577, 68.41, 0.91
96, 7578, 68.34, 0.93
97, 7579, 68.25, 0.92
98, 7580, 68.15, 0.89
99, 7581, 68.14, 0.88
100, 7582, 68.09, 0.91
101, 7583, 68.03, 0.85
102, 7584, 67.93, 0.91
103, 7585, 68.4, 0.95
104, 7586, 68.45, 0.96
105, 7587, 68.43, 0.95
106, 7588, 68.48, 0.94
107, 7589, 68.48, 1
108, 7590, 68.58, 1
109, 7591, 68.54, 1
110, 7592, 68.49, 0.94
111, 7593, 68.46, 0.92
112, 7594, 68.43, 0.97
113, 7595, 68.42, 0.94
114, 7596, 68.09, 0.97
115, 7597, 68.14, 0.92
116, 7598, 68.2, 0.92
117, 7599, 68.3, 0.95
118, 7600, 68.45, 0.93
119, 7601, 68.52, 0.98
120, 7602, 68.52, 1
121, 7603, 68.52, 0.99
122, 7604, 68.48, 0.97
123, 7605, 68.43, 0.97
124, 7606, 68.34, 1
125, 7607, 68.22, 0.91
126, 7608, 68.11, 0.92
127, 7609, 68.03, 0.91
128, 7610, 67.96, 0.9
129, 7611, 67.83, 0.89
130, 7612, 67.7, 0.84
131, 7613, 67.65, 0.86
132, 7614, 67.55, 0.84
133, 7615, 67.48, 0.84
134, 7616, 67.45, 0.95
135, 7617, 68.05, 0.92
136, 7618, 67.95, 0.86
137, 7619, 67.83, 0.89
138, 7620, 67.8, 0.91
139, 7621, 67.69, 0.9
140, 7622, 67.59, 0.85
141, 7623, 67.51, 0.88
142, 7624, 67.42, 0.89
143, 7625, 67.43, 0.88
144, 7626, 67.47, 0.88
145, 7627, 67.55, 0.86
146, 7628, 67.44, 0.9
147, 7629, 67.46, 0.85
148, 7630, 67.54, 0.88
149, 7631, 67.65, 0.87
150, 7632, 67.73, 0.88
151, 7633, 67.84, 0.88
152, 7634, 67.95, 0.96
153, 7635, 68.02, 0.88
154, 7636, 68.11, 0.88
155, 7637, 68.21, 0.9
156, 7638, 68.33, 0.91
157, 7639, 68.47, 0.96
158, 7640, 68.42, 0.93
159, 7641, 68.36, 0.92
160, 7642, 68.28, 0.92
161, 7643, 68.1, 0.89
162, 7644, 68.02, 0.89
163, 7645, 67.95, 0.9
164, 7646, 67.85, 0.93
165, 7647, 67.77, 0.94
166, 7648, 67.65, 0.93
167, 7649, 68.41, 0.95
168, 7650, 68.43, 0.93
169, 7651, 68.5, 0.9
1, 7652, 68.52, 0.93
2, 7653, 68.56, 0.92
3, 7654, 68.57, 0.92
4, 7655, 68.56, 0.95
5, 7656, 68.57, 0.96
6, 7657, 68.56, 0.98
7, 7658, 67.5, 0.85
8, 7659, 67.58, 0.82
9, 7660, 67.65, 0.78
10, 7661, 67.88, 0.83
11, 7662, 67.98, 0.84
12, 7663, 68.14, 0.83
13, 7664, 68.26, 0.85
14, 7665, 68.37, 0.89
15, 7666, 68.42, 0.85
16, 7667, 68.47, 0.85
17, 7668, 68.62, 0.87
18, 7669, 68.62, 0.9
19, 7670, 68.58, 0.9
20, 7671, 68.59, 0.91
21, 7672, 68.54, 0.87
22, 7673, 68.49, 0.85
23, 7674, 68.4, 0.87
24, 7675, 68.36, 0.82
25, 7676, 68.33, 0.9
26, 7677, 68.29, 0.83
27, 7678, 68.26, 0.85
28, 7679, 68.15, 0.83
29, 7680, 67.99, 0.83
30, 7681, 67.86, 0.85
31, 7682, 67.77, 0.83
32, 7683, 67.7, 0.81
33, 7684, 67.65, 0.79
